Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Rashad Jennings,New York Giants,1,27,170,1,5,2,6,0,Away,Philadelphia Eagles,17
Ronnie Hillman,Denver Broncos,1,15,117,1,3,2,10,0,Away,San Diego Chargers,17
Jeremy Hill,Cincinnati Bengals,1,16,96,1,3,2,19,0,Away,Baltimore Ravens,17
Jonathan Grimes,Houston Texans,1,4,26,1,5,4,28,1,Away,Jacksonville Jaguars,17
Matt Forte,Chicago Bears,1,17,76,0,3,3,34,1,Away,Detroit Lions,17
Tim Hightower,New Orleans Saints,1,16,66,1,5,5,41,0,Home,Atlanta Falcons,17
Devonta Freeman,Atlanta Falcons,1,24,81,0,4,2,18,1,Away,New Orleans Saints,17
DuJuan Harris,San Francisco 49ers,1,16,67,0,12,8,86,0,Away,St. Louis Rams,17
C.J. Anderson,Denver Broncos,1,15,95,1,3,1,-5,0,Away,San Diego Chargers,17
Darren McFadden,Dallas Cowboys,1,12,92,0,8,5,53,0,Away,Washington Redskins,17
Spencer Ware,Kansas City Chiefs,1,16,76,1,0,0,0,0,Away,Oakland Raiders,17
David Cobb,Tennessee Titans,1,19,73,1,0,0,0,0,Home,Indianapolis Colts,17
DeMarco Murray,Philadelphia Eagles,1,12,69,1,1,0,0,0,Home,New York Giants,17
Adrian Peterson,Minnesota Vikings,1,19,67,1,1,1,1,0,Home,Green Bay Packers,17
Cameron Artis-Payne,Carolina Panthers,1,14,44,1,2,2,17,0,Away,Tampa Bay Buccaneers,17
Steven Jackson,New England Patriots,1,14,35,1,1,1,20,0,Home,Miami Dolphins,17
Doug Martin,Tampa Bay Buccaneers,1,15,48,0,7,7,60,0,Home,Carolina Panthers,17
Alfred Blue,Houston Texans,1,21,102,0,1,1,2,0,Away,Jacksonville Jaguars,17
Tre Mason,St. Louis Rams,1,18,44,1,0,0,0,0,Home,San Francisco 49ers,17
Darren Sproles,Philadelphia Eagles,1,3,24,1,3,3,20,0,Home,New York Giants,17
Christine Michael,Seattle Seahawks,1,17,102,0,1,0,0,0,Home,Arizona Cardinals,17
Alfred Morris,Washington Redskins,1,19,100,0,0,0,0,0,Home,Dallas Cowboys,17
Donald Brown,San Diego Chargers,1,21,81,0,3,2,10,0,Home,Denver Broncos,17
Charles Sims,Tampa Bay Buccaneers,1,4,15,0,11,9,74,0,Home,Carolina Panthers,17
Karlos Williams,Buffalo Bills,1,6,24,1,3,3,3,0,Away,New York Jets,17
Shane Vereen,New York Giants,1,4,12,0,8,6,72,0,Away,Philadelphia Eagles,17
Travaris Cadet,New Orleans Saints,1,3,6,0,6,6,77,0,Home,Atlanta Falcons,17
Chris Ivory,New York Jets,1,6,81,0,0,0,0,0,Home,Buffalo Bills,17
Bryce Brown,Seattle Seahawks,1,10,20,1,0,0,0,0,Home,Arizona Cardinals,17
Kyle Juszczyk,Baltimore Ravens,1,0,0,0,2,2,18,1,Home,Cincinnati Bengals,17
Frank Gore,Indianapolis Colts,1,19,76,0,4,0,0,0,Away,Tennessee Titans,17
Benny Cunningham,St. Louis Rams,1,4,38,0,3,3,34,0,Home,San Francisco 49ers,17
Javorius Allen,Baltimore Ravens,1,15,38,0,10,6,32,0,Home,Cincinnati Bengals,17
James White,New England Patriots,1,3,5,0,3,2,63,0,Home,Miami Dolphins,17
Will Tukuafu,Seattle Seahawks,1,0,0,0,1,1,7,1,Home,Arizona Cardinals,17
Mike Tolbert,Carolina Panthers,1,10,59,0,1,1,5,0,Away,Tampa Bay Buccaneers,17
Lamar Miller,Miami Dolphins,1,19,60,0,2,1,3,0,Away,New England Patriots,17
Danny Woodhead,San Diego Chargers,1,5,11,0,10,8,51,0,Home,Denver Broncos,17
David Johnson,Arizona Cardinals,1,11,25,0,8,3,34,0,Away,Seattle Seahawks,17
Joique Bell,Detroit Lions,1,3,9,0,2,2,49,0,Home,Chicago Bears,17
Latavius Murray,Oakland Raiders,1,11,31,0,6,4,25,0,Home,Kansas City Chiefs,17
Akeem Hunt,Houston Texans,1,3,28,0,3,1,27,0,Away,Jacksonville Jaguars,17
Isaiah Crowell,Cleveland Browns,1,15,53,0,0,0,0,0,Away,Pittsburgh Steelers,17
Ameer Abdullah,Detroit Lions,1,10,44,0,1,1,7,0,Home,Chicago Bears,17
Mike Davis,San Francisco 49ers,1,10,34,0,3,2,15,0,Away,St. Louis Rams,17
Damien Williams,Miami Dolphins,1,3,11,0,3,3,38,0,Away,New England Patriots,17
Giovani Bernard,Cincinnati Bengals,1,6,36,0,3,1,12,0,Away,Baltimore Ravens,17
Jerick McKinnon,Minnesota Vikings,1,4,15,0,4,3,33,0,Home,Green Bay Packers,17
Duke Johnson,Cleveland Browns,1,4,11,0,6,4,34,0,Away,Pittsburgh Steelers,17
James Starks,Green Bay Packers,1,8,24,0,3,3,18,0,Away,Minnesota Vikings,17
Eddie Lacy,Green Bay Packers,1,13,34,0,2,2,7,0,Away,Minnesota Vikings,17
Kenjon Barner,Philadelphia Eagles,1,5,18,0,5,5,21,0,Home,New York Giants,17
Brandon Bolden,New England Patriots,1,9,31,0,2,2,5,0,Home,Miami Dolphins,17
Pierre Thomas,Washington Redskins,1,7,30,0,2,1,5,0,Home,Dallas Cowboys,17
Theo Riddick,Detroit Lions,1,2,4,0,5,4,29,0,Home,Chicago Bears,17
Charcandrick West,Kansas City Chiefs,1,13,34,0,1,1,-2,0,Away,Oakland Raiders,17
Stevan Ridley,New York Jets,1,9,29,0,2,2,0,0,Home,Buffalo Bills,17
Mike Gillislee,Buffalo Bills,1,24,28,0,1,0,0,0,Away,New York Jets,17
Roy Helu,Oakland Raiders,1,3,5,0,4,2,23,0,Home,Kansas City Chiefs,17
Jonas Gray,Jacksonville Jaguars,1,9,23,0,1,1,4,0,Home,Houston Texans,17
Andre Williams,New York Giants,1,5,26,0,0,0,0,0,Away,Philadelphia Eagles,17
Fitzgerald Toussaint,Pittsburgh Steelers,1,12,24,0,0,0,0,0,Home,Cleveland Browns,17
Terrance West,Baltimore Ravens,1,5,17,0,2,1,5,0,Home,Cincinnati Bengals,17
Anthony Sherman,Kansas City Chiefs,1,0,0,0,2,2,21,0,Away,Oakland Raiders,17
DeAngelo Williams,Pittsburgh Steelers,1,5,8,0,2,2,13,0,Home,Cleveland Browns,17
Chris Thompson,Washington Redskins,1,7,19,0,0,0,0,0,Home,Dallas Cowboys,17
Ryan Mathews,Philadelphia Eagles,1,4,11,0,2,1,7,0,Home,New York Giants,17
John Kuhn,Green Bay Packers,1,1,3,0,2,2,14,0,Away,Minnesota Vikings,17
Bishop Sankey,Tennessee Titans,1,4,16,0,0,0,0,0,Home,Indianapolis Colts,17
Malcolm Brown,St. Louis Rams,1,4,17,0,1,1,-2,0,Home,San Francisco 49ers,17
Jeremy Langford,Chicago Bears,1,5,14,0,0,0,0,0,Away,Detroit Lions,17
Jamize Olawale,Oakland Raiders,1,0,0,0,1,1,14,0,Home,Kansas City Chiefs,17
Trey Williams,Indianapolis Colts,1,2,12,0,0,0,0,0,Away,Tennessee Titans,17
Terron Ward,Atlanta Falcons,1,1,11,0,0,0,0,0,Away,New Orleans Saints,17
Ka'Deem Carey,Chicago Bears,1,1,10,0,0,0,0,0,Away,Detroit Lions,17
Andre Ellington,Arizona Cardinals,1,2,2,0,2,1,7,0,Away,Seattle Seahawks,17
Denard Robinson,Jacksonville Jaguars,1,5,9,0,1,0,0,0,Home,Houston Texans,17
Michael Burton,Detroit Lions,1,0,0,0,1,1,8,0,Home,Chicago Bears,17
Patrick DiMarco,Atlanta Falcons,1,0,0,0,1,1,7,0,Away,New Orleans Saints,17
Darrel Young,Washington Redskins,1,0,0,0,1,1,7,0,Home,Dallas Cowboys,17
Anthony Dixon,Buffalo Bills,1,2,6,0,0,0,0,0,Away,New York Jets,17
Fred Jackson,Seattle Seahawks,1,0,0,0,1,1,6,0,Home,Arizona Cardinals,17
Robert Turbin,Dallas Cowboys,1,2,6,0,1,1,-1,0,Away,Washington Redskins,17
Dan Herron,Indianapolis Colts,1,2,4,0,1,0,0,0,Away,Tennessee Titans,17
Chris Polk,Houston Texans,1,3,4,0,1,0,0,0,Away,Jacksonville Jaguars,17
Antonio Andrews,Tennessee Titans,1,0,0,0,2,2,3,0,Home,Indianapolis Colts,17
Jay Ajayi,Miami Dolphins,1,7,2,0,0,0,0,0,Away,New England Patriots,17
Bruce Miller,San Francisco 49ers,1,0,0,0,3,2,2,0,Away,St. Louis Rams,17
Rex Burkhead,Cincinnati Bengals,1,0,0,0,2,0,0,0,Away,Baltimore Ravens,17
Jalston Fowler,Tennessee Titans,1,0,0,0,1,0,0,0,Home,Indianapolis Colts,17
Raheem Mostert,Cleveland Browns,1,0,0,0,0,0,0,0,Away,Pittsburgh Steelers,17
Bobby Rainey,Tampa Bay Buccaneers,1,0,0,0,0,0,0,0,Home,Carolina Panthers,17
